text_column,tokenized_text
Boycott and participate in stopping the bloodshed Boycott and participate in stopping the destruction of homes Boycott and participate in stopping the terrorist raids on the Gaza Strip Boycott and participate in stopping the killing of children women and youth Boycott and be…,"['boycott', 'participate', 'stopping', 'bloodshed', 'boycott', 'participate', 'stopping', 'destruction', 'homes', 'boycott', 'participate', 'stopping', 'terrorist', 'raids', 'gaza', 'strip', 'boycott', 'participate', 'stopping', 'killing', 'children', 'women', 'youth', 'boycott']"
Speak for yourself,['speak']
"I have embraced her view At one time I wanted a two person solution

Now I want Palestine Zionists disgust me with their blood thirsty violence","['embraced', 'view', 'one', 'time', 'wanted', 'two', 'person', 'solution', 'want', 'palestine', 'zionists', 'disgust', 'blood', 'thirsty', 'violence']"
"The majority of the PEOPLE stand with Israel They all saw what happened on October 7th 2023 
Hamas started the war Israel is going to finish it They have no other choice","['majority', 'people', 'stand', 'israel', 'saw', 'happened', 'october', '7th', '2023', 'hamas', 'started', 'war', 'israel', 'going', 'finish', 'choice']"
"that dummy is the sole reason why we have wars in this world Pathetic Terrorist would rape  kill her without thinking twice

Dummy","['dummy', 'sole', 'reason', 'wars', 'world', 'pathetic', 'terrorist', 'would', 'rape', 'kill', 'without', 'thinking', 'twice', 'dummy']"
Anyone that supports Hamas supports terrorism,"['anyone', 'supports', 'hamas', 'supports', 'terrorism']"
"Meet Kayla Goodwin from Whitewater Wisconsin

Kayla a Hamas cheerleader appears to monetize her content on OnlyFans 

Contact OnlyFans and demand Kayla Goodwin’s account is shut down 
supportonlyfanscom ","['meet', 'kayla', 'goodwin', 'whitewater', 'wisconsin', 'kayla', 'hamas', 'cheerleader', 'appears', 'monetize', 'content', 'onlyfans', 'contact', 'onlyfans', 'demand', 'kayla', 'goodwin', 'account', 'shut', 'supportonlyfanscom']"
"It wasnt just about October 7th

This is a recurring theme

against the PEOPLE of Palestine","['wasnt', 'october', '7th', 'recurring', 'theme', 'people', 'palestine']"
of All this,[]
Who’s this endgame drug addict,"['endgame', 'drug', 'addict']"
BS,['bs']
O Europeans and the Western world you are not our enemies We Arabs do not like enemies and we do not have enemies around the world but whoever comes and takes our land without right and destroys our dreams women men and youth this is only our enemy We love peace and our…,"['europeans', 'western', 'world', 'enemies', 'arabs', 'like', 'enemies', 'enemies', 'around', 'world', 'whoever', 'comes', 'takes', 'land', 'without', 'right', 'destroys', 'dreams', 'women', 'men', 'youth', 'enemy', 'love', 'peace']"
At this point I desperately need some mental care,"['point', 'desperately', 'need', 'mental', 'care']"
The world is with Israel,"['world', 'israel']"
How much crying did you do on Oct 8th,"['much', 'crying', 'oct', '8th']"
better to concern for hostages,"['better', 'concern', 'hostages']"
"Surely this is the world

Lets get this Video to 2 million views to try and help the three ladies from Kitoai to go to Thailand again next year 2024 Japan Expo Thailand 

ここちゃぴえんちゃん","['surely', 'world', 'lets', 'get', 'video', '2', 'million', 'views', 'try', 'help', 'three', 'ladies', 'kitoai', 'go', 'thailand', 'next', 'year', '2024', 'japan', 'expo', 'thailand', 'ここちゃぴえんちゃん']"
Who cares ,['cares']
People are so proud to fall for propaganda when yall should be embarrassed,"['people', 'proud', 'fall', 'propaganda', 'yall', 'embarrassed']"
"The only thing I see is more hate more against 
From both sides  But never a solution

We must stand up for all children in Israel and Palestine
How do we make sure Hamas stops attacking
How can we stop the hate teachings
How can we stop the extremists in both camps…","['thing', 'see', 'hate', 'sides', 'never', 'solution', 'must', 'stand', 'children', 'israel', 'palestine', 'make', 'sure', 'hamas', 'stops', 'attacking', 'stop', 'hate', 'teachings', 'stop', 'extremists']"
Many many people are starting to feel this No amount of propaganda or money at this point will fix this Israel is going down I hope Israeli people change their establishment fast,"['many', 'many', 'people', 'starting', 'feel', 'amount', 'propaganda', 'money', 'point', 'fix', 'israel', 'going', 'hope', 'israeli', 'people', 'change', 'establishment', 'fast']"
Palestine wheres that,"['palestine', 'wheres']"
Do you support Hamas Yes or no,"['support', 'hamas', 'yes']"
I support Israel my family and friends support Israel Hamas must be defeated,"['support', 'israel', 'family', 'friends', 'support', 'israel', 'hamas', 'must', 'defeated']"
Only by losers that don’t work for a living,"['losers', 'work', 'living']"
May Allah bless Yemen ,"['may', 'allah', 'bless', 'yemen']"
1300 Bigoil reps are plaguing COP28UAE  That’s 3 times their number at CO27 They are in Dubai to make and lots of it not to save  They live off Oil UAE’s future  their entire livelihoods depend on it being extracted and wrecking the earth,"['1300', 'bigoil', 'reps', 'plaguing', 'cop28uae', '3', 'times', 'number', 'co27', 'dubai', 'make', 'lots', 'save', 'live', 'oil', 'uae', 'future', 'entire', 'livelihoods', 'depend', 'extracted', 'wrecking', 'earth']"
I think all mothers feel the same ,"['think', 'mothers', 'feel']"
Thanks sis,"['thanks', 'sis']"
Mood,['mood']
Fu,['fu']
"That’s an oath of honor to help the oppressed people of Palestine 

May the Almighty grant you strength and guidance to fulfill your oath dear one","['oath', 'honor', 'help', 'oppressed', 'people', 'palestine', 'may', 'almighty', 'grant', 'strength', 'guidance', 'fulfill', 'oath', 'dear', 'one']"
What happened October 7,"['happened', 'october', '7']"
FreePalestineFromlsraelNOW,['freepalestinefromlsraelnow']
Hmmm,['hmmm']
 CeasefireNOW,['ceasefirenow']
Never forget 1007,"['never', 'forget', '1007']"
"עם ישראל חי  
StandWithIsrael HamasisISIS HamasTerrorists PalestinianTerrorists FreeTheHostages 
Now lets talk about no mediafreedom in Turkiye no democracy huge corruption cronyism nepotism and the oppression of the Kurds 
katilErdoğan","['עם', 'ישראל', 'חי', 'standwithisrael', 'hamasisisis', 'hamasterrorists', 'palestinianterrorists', 'freethehostages', 'lets', 'talk', 'mediafreedom', 'turkiye', 'democracy', 'huge', 'corruption', 'cronyism', 'nepotism', 'oppression', 'kurds', 'katilerdoğan']"
Couldn’t agree more,['agree']
Between dying and being pitied or living with a bad nameI chose bad name any time,"['dying', 'pitied', 'living', 'bad', 'namei', 'chose', 'bad', 'name', 'time']"
Stay strong beautiful people of Israel ,"['stay', 'strong', 'beautiful', 'people', 'israel']"
May Allah bless her heart,"['may', 'allah', 'bless', 'heart']"
Stay strong Palestine ,"['stay', 'strong', 'palestine']"
Mayb so but in future no other nation would dare to try what hamas did on 7th oct that mayb an achievement isreal is looking for,"['mayb', 'future', 'nation', 'would', 'dare', 'try', 'hamas', '7th', 'oct', 'mayb', 'achievement', 'isreal', 'looking']"
ICurseIsrael Palestine,"['icurseisrael', 'palestine']"
CONCLUSION,['conclusion']
The brave Israelis prefer to survive with a bad reputation than go down with a good reputation,"['brave', 'israelis', 'prefer', 'survive', 'bad', 'reputation', 'go', 'good', 'reputation']"
Seeing more and more of these kind of videos ,"['seeing', 'kind', 'videos']"
I love Israel more than ever a LOT of people love Israel more than ever Only thing that will come from this is Islam will realise how hated it is across the western world,"['love', 'israel', 'ever', 'lot', 'people', 'love', 'israel', 'ever', 'thing', 'come', 'islam', 'realise', 'hated', 'across', 'western', 'world']"
America  the British r equally responsible  equally barbaric,"['america', 'british', 'r', 'equally', 'responsible', 'equally', 'barbaric']"
Ezekiel 38 Happening just as the Bible says it will,"['ezekiel', '38', 'happening', 'bible', 'says']"
Now the world can feel and understand on how such pain eventualy transform into resistance spirit and movement,"['world', 'feel', 'understand', 'pain', 'eventualy', 'transform', 'resistance', 'spirit', 'movement']"
We will keep shouting for Palestine,"['keep', 'shouting', 'palestine']"
1442  Do not ever think that God is unaware of what the wrongdoers do He only defers them until a Day when the sights stare,"['1442', 'ever', 'think', 'god', 'unaware', 'wrongdoers', 'defers', 'day', 'sights', 'stare']"
I doubt it,['doubt']
More Ppl need 2 this Perspective regarding this display on humanity its Cold Very ColdDark      Surreal,"['ppl', 'need', '2', 'perspective', 'regarding', 'display', 'humanity', 'cold', 'colddark', 'surreal']"
 Well said God Bless you and your family,"['well', 'said', 'god', 'bless', 'family']"
"NetanyahuGazawarcriminal 

Netanyahu to be arrested for his economic corruption in Israel and by the Hague court

Biden says Netanyahu must change the government and that Israel is losing support for its Gaza offensive  in Spanish
 vía 
eldiarioes","['netanyahugazawarcriminal', 'netanyahu', 'arrested', 'economic', 'corruption', 'israel', 'hague', 'court', 'biden', 'says', 'netanyahu', 'must', 'change', 'government', 'israel', 'losing', 'support', 'gaza', 'offensive', 'spanish', 'vía', 'eldiarioes']"
We all stand with Gaza,"['stand', 'gaza']"
I agree So lets start a mass protest against Hamas and insist on there surrender,"['agree', 'lets', 'start', 'mass', 'protest', 'hamas', 'insist', 'surrender']"
It’s wrong but I’m glad she feels so bad I’m glad the rest of the world is feeling how we feel Not just cause I’m a Muslim I care about them people everywhere care about them That makes me feel a lot better,"['wrong', 'glad', 'feels', 'bad', 'glad', 'rest', 'world', 'feeling', 'feel', 'cause', 'muslim', 'care', 'people', 'everywhere', 'care', 'makes', 'feel', 'lot', 'better']"
I need a thumbs down button,"['need', 'thumbs', 'button']"
Did you watch October 7 videos,"['watch', 'october', '7', 'videos']"
I dont think Israel needs our support,"['dont', 'think', 'israel', 'needs', 'support']"
Barbarians Israelis,"['barbarians', 'israelis']"
When America wakes up,"['america', 'wakes']"
When the normie begins to hate,"['normie', 'begins', 'hate']"
 keep crying,"['keep', 'crying']"
O Mundo está chegando ao Fim Ainda não perceberam Os Terroristas seus apoiadores financistas e lideres serão mortos em  todo o mundo Iniciaram umaa Guerra de Extermínio que os exterminará e não tem volta  não é possivel contemporizar no que iniciaram,"['mundo', 'está', 'chegando', 'ao', 'fim', 'ainda', 'não', 'perceberam', 'os', 'terroristas', 'seus', 'apoiadores', 'financistas', 'e', 'lideres', 'serão', 'mortos', 'em', 'todo', 'mundo', 'iniciaram', 'umaa', 'guerra', 'de', 'extermínio', 'que', 'os', 'exterminará', 'e', 'não', 'tem', 'volta', 'não', 'é', 'possivel', 'contemporizar', 'que', 'iniciaram']"
Come To India My Dear ,"['come', 'india', 'dear']"
its you who say it confess,"['say', 'confess']"
Mirchi,['mirchi']
StopGazaGenocide,['stopgazagenocide']
O Allah mocked the angels of the sky and the soldiers of the earth and those on it and open the gates of your success and their affairs are easy and strong and extend their patience  O Allah honor them and protect them and make them from every distress a way out of God,"['allah', 'mocked', 'angels', 'sky', 'soldiers', 'earth', 'open', 'gates', 'success', 'affairs', 'easy', 'strong', 'extend', 'patience', 'allah', 'honor', 'protect', 'make', 'every', 'distress', 'way', 'god']"
WE STAND WITH PALESTINE ,"['stand', 'palestine']"
"Ok let’s hope for peace 

But why is not even one other Muslim  country taking refugees from Palestine  

Please 
Correct me if I’m wrong ","['ok', 'let', 'hope', 'peace', 'even', 'one', 'muslim', 'country', 'taking', 'refugees', 'palestine', 'please', 'correct', 'wrong']"
Here is another video of todays demonstration in Sanaa Yemen,"['another', 'video', 'todays', 'demonstration', 'sanaa', 'yemen']"
"Just imagine the hatred of Jews in Islamic countries

These many people didnt come to protest even when there own country got bombed to rubble by Saudis and over 100 thousand Yemenis were slaughtered

A Jewish nation fighting for its right to exist is bad but Muslims killing…","['imagine', 'hatred', 'jews', 'islamic', 'countries', 'many', 'people', 'didnt', 'come', 'protest', 'even', 'country', 'got', 'bombed', 'rubble', 'saudis', '100', 'thousand', 'yemenis', 'slaughtered', 'jewish', 'nation', 'fighting', 'right', 'exist', 'bad', 'muslims']"
We stand with ,['stand']
"WE STAND WITH HUMANITY
WE STAND WITH GAZA 
WE STAND WITH HUMANITY
WE STAND WITH GAZA 
WE STAND WITH HUMANITY
WE STAND WITH GAZA 
WE STAND WITH HUMANITY
WE STAND WITH GAZA 
WE STAND WITH HUMANITY
WE STAND WITH GAZA","['stand', 'humanity', 'stand', 'gaza', 'stand', 'humanity', 'stand', 'gaza', 'stand', 'humanity', 'stand', 'gaza', 'stand', 'humanity', 'stand', 'gaza', 'stand', 'humanity', 'stand', 'gaza']"
A powerful expression of solidarity as Yemen stands in support of Palestine ,"['powerful', 'expression', 'solidarity', 'yemen', 'stands', 'support', 'palestine']"
This speaks volumes,"['speaks', 'volumes']"
Whole world support Palestine ,"['whole', 'world', 'support', 'palestine']"
crowd of a million people is outstanding,"['crowd', 'million', 'people', 'outstanding']"
Again super awesome Have them act on their “support” legitimately by taking them in Otherwise it’s all lip service,"['super', 'awesome', 'act', 'support', 'legitimately', 'taking', 'otherwise', 'lip', 'service']"
God can save Palestine,"['god', 'save', 'palestine']"
Don’t vote Labour You get this,"['vote', 'labour', 'get']"
Maybe if you condem the hamas massacre of 220 peaceful festival goers I might have an ounce of support     But you wont     Hence why I will never vote labour and your pro hamas support,"['maybe', 'condem', 'hamas', 'massacre', '220', 'peaceful', 'festival', 'goers', 'might', 'ounce', 'support', 'wont', 'hence', 'never', 'vote', 'labour', 'pro', 'hamas', 'support']"
What a shock a Labour MP supporting the Jew Haters and Jew Murderers of Palestine,"['shock', 'labour', 'mp', 'supporting', 'jew', 'haters', 'jew', 'murderers', 'palestine']"
Do you stand with the victims of Hamas terrorists too,"['stand', 'victims', 'hamas', 'terrorists']"
"So you marched with Hamas supporters today

Should a serving MP do that","['marched', 'hamas', 'supporters', 'today', 'serving', 'mp']"
No mention of child hostages then,"['mention', 'child', 'hostages']"
they could all fly over and really fight though im sure we could cover airfare,"['could', 'fly', 'really', 'fight', 'though', 'im', 'sure', 'could', 'cover', 'airfare']"
Support hamas support war,"['support', 'hamas', 'support', 'war']"
I had to hear my own daughters raped and executed on the phone she gone to a party to dance her mother called me in fear so I called she just pressed the button I could hear her running she shouted dad help me will the phone held in her hand all I could see is her hand…,"['hear', 'daughters', 'raped', 'executed', 'phone', 'gone', 'party', 'dance', 'mother', 'called', 'fear', 'called', 'pressed', 'button', 'could', 'hear', 'running', 'shouted', 'dad', 'help', 'phone', 'held', 'hand', 'could', 'see']"
Have you condemned the HamasTerrorists PalestinianTerrorists who slaughtered 1300 Israeli women  children while they slept  slaughtered 260 music lovers while attending a festival in Reim as you are clearly critical of the the fact that Israel,"['condemned', 'hamasterrorists', 'palestinianterrorists', 'slaughtered', '1300', 'israeli', 'women', 'children', 'slept', 'slaughtered', '260', 'music', 'lovers', 'attending', 'festival', 'reim', 'clearly', 'critical', 'fact', 'israel']"
Well said…peace for all killing innocent civilians will not solve anything it just perpetuates cycles of violence and conflict Palestine PalestineSolidarityMarch,"['well', 'killing', 'innocent', 'civilians', 'solve', 'anything', 'perpetuates', 'cycles', 'violence', 'conflict', 'palestine', 'palestinesolidaritymarch']"
The short of this dribble is that you’re a terrorist lover antisemite… got it,"['short', 'dribble', 'terrorist', 'lover', 'got']"
Its well and good to want peace and you can demand a cease fire all you want but war requires at least two parties to be involved and right now there is a war because Hamas wants to murder people and fire rockets If Israel were to stand down Hamas would still be doing this…,"['well', 'good', 'want', 'peace', 'demand', 'cease', 'fire', 'want', 'war', 'requires', 'least', 'two', 'parties', 'involved', 'right', 'war', 'hamas', 'wants', 'murder', 'people', 'fire', 'rockets', 'israel', 'stand', 'hamas', 'would', 'still']"
For me your attitude to the 7 October massacre is the litmus test It’s not enough that you abhor and condemn what happened ‘But…’ The cycle of impunity needs to be broken Individual perpetrators should be identified arrested and put to justice They have to answer in…,"['attitude', '7', 'october', 'massacre', 'litmus', 'test', 'enough', 'abhor', 'condemn', 'happened', 'cycle', 'impunity', 'needs', 'broken', 'individual', 'perpetrators', 'identified', 'arrested', 'put', 'justice', 'answer']"
You are an anti semite,"['anti', 'semite']"
"Numbers go up and up
Be a million by Friday

You’re a tool","['numbers', 'go', 'million', 'friday', 'tool']"
So rightious you are Must be proud of yourself standing agaisnt the only democracy in the middle east together with terrorits that want chaos and to destroy all your precious values Your punishment will come soon from the people you support so blindly Good luck,"['rightious', 'must', 'proud', 'standing', 'agaisnt', 'democracy', 'middle', 'east', 'together', 'terrorits', 'want', 'chaos', 'destroy', 'precious', 'values', 'punishment', 'come', 'soon', 'people', 'support', 'blindly', 'good', 'luck']"
Labour is full for terror sympathisers,"['labour', 'full', 'terror', 'sympathisers']"
You won’t condemn Hamas terrorists Lot of people are standing up for Palestinian but Palestinians have chosen to stand up with Hamas terrorists They will have to face the consequences,"['condemn', 'hamas', 'terrorists', 'lot', 'people', 'standing', 'palestinian', 'palestinians', 'chosen', 'stand', 'hamas', 'terrorists', 'face', 'consequences']"
Palestine must be free,"['palestine', 'must', 'free']"
"It is not enough to win a war it is more important to organize the peace
Aristotle","['enough', 'win', 'war', 'important', 'organize', 'peace', 'aristotle']"
Resign,['resign']
Would you speak on a space online ,"['would', 'speak', 'space', 'online']"
context ,['context']
Free Palestine,"['free', 'palestine']"
How do you condemn one and condone the other,"['condemn', 'one', 'condone']"
"I hope you packed up your desk on Friday There is no way you’ll keep your job after this admission 
Have the day you deserve","['hope', 'packed', 'desk', 'friday', 'way', 'keep', 'job', 'admission', 'day', 'deserve']"
Well done Respect   ,"['well', 'done', 'respect']"
"Yes Binding peace 
The very same kind of peace that only Shariah law can bring about","['yes', 'binding', 'peace', 'kind', 'peace', 'shariah', 'law', 'bring']"
You demand What would you say if Hamas had killed thousands of British citizens,"['demand', 'would', 'say', 'hamas', 'killed', 'thousands', 'british', 'citizens']"
Oh dont forget the return of the occupied territories to the Palestinians and reparations for the destruction of Gaza,"['oh', 'dont', 'forget', 'return', 'occupied', 'territories', 'palestinians', 'reparations', 'destruction', 'gaza']"
FreePalestine,['freepalestine']
"Discover the ancient wisdom of Ayurveda for healthier life in our new course Ayurveda  The Science of Healthy Life 

It gives insights into Tridoshas body constitution metabolism mindbody synergy and ways to optimize health through diet lifestyle and seasonal routines","['discover', 'ancient', 'wisdom', 'ayurveda', 'healthier', 'life', 'new', 'course', 'ayurveda', 'science', 'healthy', 'life', 'gives', 'insights', 'tridoshas', 'body', 'constitution', 'metabolism', 'mindbody', 'synergy', 'ways', 'optimize', 'health', 'diet', 'lifestyle', 'seasonal', 'routines']"
Watch an American intelligence officer expose the Israeli army,"['watch', 'american', 'intelligence', 'officer', 'expose', 'israeli', 'army']"
Why do all criminals stick together   ,"['criminals', 'stick', 'together']"
I condemn those that cause the war that would be Hamas its followers and anyone supporting them or even giving them tacit support as IMO you do,"['condemn', 'cause', 'war', 'would', 'hamas', 'followers', 'anyone', 'supporting', 'even', 'giving', 'tacit', 'support', 'imo']"
With all the disinformation online about the Hamas attacks in Israel on 1007  AlmogMika  tackles each question one at a time so you can help fight this disinformation and help people understand Israels current plight,"['disinformation', 'online', 'hamas', 'attacks', 'israel', '1007', 'almogmika', 'tackles', 'question', 'one', 'time', 'help', 'fight', 'disinformation', 'help', 'people', 'understand', 'israels', 'current', 'plight']"
You are in no position to demand anything,"['position', 'demand', 'anything']"
"You condemn isreali war crime on Gaza but have not condemn Hamas terrorists crime on isreal that killed 1400 civilians

You are just a hypocrite ","['condemn', 'isreali', 'war', 'crime', 'gaza', 'condemn', 'hamas', 'terrorists', 'crime', 'isreal', 'killed', '1400', 'civilians', 'hypocrite']"
Claudia  God Bless you deserve to be reelected many times,"['claudia', 'god', 'bless', 'deserve', 'reelected', 'many', 'times']"
UK next war will be on its own soil,"['uk', 'next', 'war', 'soil']"
Well done Thank you for speaking up for humanity ,"['well', 'done', 'thank', 'speaking', 'humanity']"
Resign,['resign']
Palestine should be free from Hamas ,"['palestine', 'free', 'hamas']"
"Besides marching with such a large presence of people that may have caused so much inconvenience to the people out there 
I hope you do something more practical and concrete by using your position and influence We will wait to see some results in the immediate future","['besides', 'marching', 'large', 'presence', 'people', 'may', 'caused', 'much', 'inconvenience', 'people', 'hope', 'something', 'practical', 'concrete', 'using', 'position', 'influence', 'wait', 'see', 'results', 'immediate', 'future']"
Im so sick of this crap Did you march for the 2000 men women and children slaughtered and dismembered in Isreal You see Antisemitism is alive and well in Politics,"['im', 'sick', 'crap', 'march', '2000', 'men', 'women', 'children', 'slaughtered', 'dismembered', 'isreal', 'see', 'antisemitism', 'alive', 'well', 'politics']"
"demand all you like you convicted criminal 
They have been arguing since long before you were born and will continue long after your dead keep out of it  its bringing the war here","['demand', 'like', 'convicted', 'criminal', 'arguing', 'since', 'long', 'born', 'continue', 'long', 'dead', 'keep', 'bringing', 'war']"
"Israel only has war crimes when compared to a utopian standard of perfection w a utopian law 

Compared to reality they’re the best and most humane army in the world by objective standards 

Your lies are so constant  absurd it seems my objectively true statement is absurd","['israel', 'war', 'crimes', 'compared', 'utopian', 'standard', 'perfection', 'w', 'utopian', 'law', 'compared', 'reality', 'best', 'humane', 'army', 'world', 'objective', 'standards', 'lies', 'constant', 'absurd', 'seems', 'objectively', 'true', 'statement', 'absurd']"
"𝗚𝗹𝗼𝗯𝗮𝗹 𝗣𝗿𝗼𝘁𝗲𝘀𝘁𝘀 𝗔𝗴𝗮𝗶𝗻𝘀𝘁 𝗜𝘀𝗿𝗮𝗲𝗹𝘀 𝗔𝗰𝘁𝗶𝗼𝗻𝘀 𝗶𝗻 𝗣𝗮𝗹𝗲𝘀𝘁𝗶𝗻𝗲 𝗚𝗮𝗶𝗻 𝗠𝗼𝗺𝗲𝗻𝘁𝘂𝗺 𝗪𝗼𝗿𝗹𝗱𝘄𝗶𝗱𝗲

GazaHospitalAttack Israel Gaza","['𝗚𝗹𝗼𝗯𝗮𝗹', '𝗣𝗿𝗼𝘁𝗲𝘀𝘁𝘀', '𝗔𝗴𝗮𝗶𝗻𝘀𝘁', '𝗜𝘀𝗿𝗮𝗲𝗹𝘀', '𝗔𝗰𝘁𝗶𝗼𝗻𝘀', '𝗶𝗻', '𝗣𝗮𝗹𝗲𝘀𝘁𝗶𝗻𝗲', '𝗚𝗮𝗶𝗻', '𝗠𝗼𝗺𝗲𝗻𝘁𝘂𝗺', '𝗪𝗼𝗿𝗹𝗱𝘄𝗶𝗱𝗲', 'gazahospitalattack', 'israel', 'gaza']"
Hamas need to release all the hostages Israel need to stop genocide in Gaza Stop the war Find solutions so ppl can live in peace  prosperity Jews around the  can take a lead on this issue and set up example to rest of the world to be global leaders,"['hamas', 'need', 'release', 'hostages', 'israel', 'need', 'stop', 'genocide', 'gaza', 'stop', 'war', 'find', 'solutions', 'ppl', 'live', 'peace', 'prosperity', 'jews', 'around', 'take', 'lead', 'issue', 'set', 'example', 'rest', 'world', 'global', 'leaders']"
"GuardianOfTheYangtze
Explore the Yuan Dang Pedestrian Bridge designed by CTG Nestled on the ShanghaiJiangsu border this 5857m bridge completed in June 2020 is the first scenic footbridge in the demonstration zone for green ecological development in the Yangtze River Delta","['guardianoftheyangtze', 'explore', 'yuan', 'dang', 'pedestrian', 'bridge', 'designed', 'ctg', 'nestled', 'shanghaijiangsu', 'border', '5857m', 'bridge', 'completed', 'june', '2020', 'first', 'scenic', 'footbridge', 'demonstration', 'zone', 'green', 'ecological', 'development', 'yangtze', 'river', 'delta']"
There are no comments on the Palestinians in the 1000s most of whom have not been charged just detained for months and years That doesnt seem fair,"['comments', 'palestinians', '1000s', 'charged', 'detained', 'months', 'years', 'doesnt', 'seem', 'fair']"
Vote bank politics at play,"['vote', 'bank', 'politics', 'play']"
What about HAMAS Hezbollah,"['hamas', 'hezbollah']"
RESPECT ,['respect']
Followed,['followed']
"Take a seat
You are not in a position to tell another country how they going to defend themselves
You should be condemning the terrorists and let Israel finish Hamas","['take', 'seat', 'position', 'tell', 'another', 'country', 'going', 'defend', 'condemning', 'terrorists', 'let', 'israel', 'finish', 'hamas']"
I Support Gazza,"['support', 'gazza']"
This is one of the men who organised the protest today Why do you hate women and LGBT so much,"['one', 'men', 'organised', 'protest', 'today', 'hate', 'women', 'lgbt', 'much']"
the power of Allah,"['power', 'allah']"
Brave,['brave']
And then everything will be ok will it The Muslims will not rest until the whole of Palestine is due Jew free,"['everything', 'ok', 'muslims', 'rest', 'whole', 'palestine', 'due', 'jew', 'free']"
So you’re perfectly happy with these guys marching with you,"['perfectly', 'happy', 'guys', 'marching']"
And you openly support Hamas if you stood with this guy,"['openly', 'support', 'hamas', 'stood', 'guy']"
I demand binding peace    She makes Neville Chamberlain look like Churchill,"['demand', 'binding', 'peace', 'makes', 'neville', 'chamberlain', 'look', 'like', 'churchill']"
Proud of you ,['proud']
I hoped more MP’s had the same backbone and morals you had to say and do what you did ,"['hoped', 'mp', 'backbone', 'morals', 'say']"
Well done Claudia,"['well', 'done', 'claudia']"
Shud be wearing a hijab and protesting for implementing Sharia law next ,"['shud', 'wearing', 'hijab', 'protesting', 'implementing', 'sharia', 'law', 'next']"
Thanks,['thanks']
I thought this was forbidden in the Labour Party,"['thought', 'forbidden', 'labour', 'party']"
Do you condemn Hamas attacks on Jews ,"['condemn', 'hamas', 'attacks', 'jews']"
Are you sure you know exactly what ‘Free Palestine ‘ means  Are you listening to the hate  speeches during the London demo today Please be sure you understand clearly is happening,"['sure', 'know', 'exactly', 'free', 'palestine', 'means', 'listening', 'hate', 'speeches', 'london', 'demo', 'today', 'please', 'sure', 'understand', 'clearly', 'happening']"
ISIS flag at the March…you support this,"['isis', 'flag', 'support']"
Thank you Claudia  thats the right thing to do It must be really difficult staying in Labour right now And Im not sure if you should or shouldnt But solidarity and respect to you,"['thank', 'claudia', 'thats', 'right', 'thing', 'must', 'really', 'difficult', 'staying', 'labour', 'right', 'im', 'sure', 'shouldnt', 'solidarity', 'respect']"
"So are you asking for Israeli hostages if they’re still alive to be released 
Or have you forgotten about those","['asking', 'israeli', 'hostages', 'still', 'alive', 'released', 'forgotten']"
"You dont condemn Hamas at the same time then

Thats because you have no moral compass

As a UK Member of Parliament that is incredibly worrying","['dont', 'condemn', 'hamas', 'time', 'thats', 'moral', 'compass', 'uk', 'member', 'parliament', 'incredibly', 'worrying']"
Solidarity Claudia,"['solidarity', 'claudia']"
Of course you are an antisemitic Labour MP there’s a surprise …,"['course', 'antisemitic', 'labour', 'mp', 'surprise']"
And What exactly did that achieve Maybe take the mob to Palestine and impress folks Love the little warriors screeching from behind the barricades,"['exactly', 'achieve', 'maybe', 'take', 'mob', 'palestine', 'impress', 'folks', 'love', 'little', 'warriors', 'screeching', 'behind', 'barricades']"
This is absurd for an MP ,"['absurd', 'mp']"
Agree I also condemn Hamas’s crimes against Israelis It’s not eitheror,"['agree', 'also', 'condemn', 'hamas', 'crimes', 'israelis', 'eitheror']"
I have given up on the MPs we have in this country It is a total shambles and Westminster is nothing more than a scam now,"['given', 'mps', 'country', 'total', 'shambles', 'westminster', 'nothing', 'scam']"
"Standing with terrorist sympathisers 
No surprise really ","['standing', 'terrorist', 'sympathisers', 'surprise', 'really']"
When a picture paints a thousand words,"['picture', 'paints', 'thousand', 'words']"
You are a disgrace resign,"['disgrace', 'resign']"
Love all the people in London who care humanity,"['love', 'people', 'london', 'care', 'humanity']"
But strangely not condemning the atrocities carried out by Hamas,"['strangely', 'condemning', 'atrocities', 'carried', 'hamas']"
Love it ,['love']
All I had to do was see which constituency you represented to understand your loyalties and the fact that you would support terrorists Can’t upset the base now,"['see', 'constituency', 'represented', 'understand', 'loyalties', 'fact', 'would', 'support', 'terrorists', 'upset', 'base']"
What do you say about Hamas murdering unarmed civilians,"['say', 'hamas', 'murdering', 'unarmed', 'civilians']"
Where is your condemnation of Hamas  We are waiting …,"['condemnation', 'hamas', 'waiting']"
This conflict is driven by jealousy and obstinacy rather than land Jews reside in a tiny enclave while Muslims occupy the vast expanse,"['conflict', 'driven', 'jealousy', 'obstinacy', 'rather', 'land', 'jews', 'reside', 'tiny', 'enclave', 'muslims', 'occupy', 'vast', 'expanse']"
"Hindi translation

As a Member of Parliament of Britain I will not remain silent or will not remain silentI will not stand in favor of war or will not cheerI stood in Whitehall with 300000 people who marched with marble arch

I am the war of Israel on Gaza…","['hindi', 'translation', 'member', 'parliament', 'britain', 'remain', 'silent', 'remain', 'silenti', 'stand', 'favor', 'war', 'cheeri', 'stood', 'whitehall', '300000', 'people', 'marched', 'marble', 'arch', 'war', 'israel']"
Do you condemn this lot too,"['condemn', 'lot']"
